BENZOL WASHER INLET GAS TEMP,BENZOL WASHER  INLET OIL TEMP,RICH OIL FLOW(M3/hr),STEAM FLOW TO REGENERATOR (T/hr),STEAM TEMP TO REGENERTOR ,DISTILLATION COLUMN TOP TEMP,DISTILLATION COLUMN BOTTOM TEMP,PRODUCTION (TON),PRODUCT TEMP,COG Generation,DISTILLATION COLUMN MIDDLE TEMP,FGC OUTLET GAS TEMP
°C,°C,kpa,kpa,TPH,°C,°C,°C,TON,MT,°C,°C
29.69,35.91,3.58,1.95,2.42,340.45,93.98,170.09,26.36,2404.318,98.4,29.2
29.61,34.68,3.9,2,2.43,337.24,94.03,170.9,26.36,2343.589,96.6,29.8
30.12,36.2,3.88,2.01,2.43,337.24,94.03,171.3,26.71,2209.924,99,29.55
29.3,35.8,3.58,1.59,2.41,337.24,93.99,165.4,25.56,2039.269,99.84,29.97
29.71,36.52,4.04,1.55,2.38,337.24,94.04,169.7,26.54,2214.477,99.36,29.69
29.8,35.79,3.76,1.64,2.41,351.6,93.9,167.8,26.89,2334.619,102,29.61
29.5,34.87,3.86,1.69,2.4,355.3,93.99,168.6,26.72,2348.287,102.98,30.12
29.2,34.81,3.7,1.71,2.39,354.1,94,167.6,26.89,2426.133,97.36,29.3
29.98,35.7,3.92,1.7,2.39,357,94.11,167.9,26.89,2331.301,97.46,29.71
29.8,36.41,3.9,1.66,2.42,355.2,94.29,169.2,26.44,2400.409,96.02,29.8
30.01,36,3.9,1.7,2.44,353.8,94.28,169.4,26.72,2433.152,95.5,29.5
29.03,35.82,3.78,1.73,2.45,352.1,94.29,167.1,26.72,2472.12,95.3,29.2
28.55,35.46,3.86,1.86,2.41,353.53,94.29,169.82,27.24,2463.253,95.42,29.98
29.28,35.83,3.76,1.84,2.47,358.36,94.39,169.36,26.54,2473.946,96.6,29.8
27.82,35.37,3.77,1.71,2.44,356.73,94.28,169.8,26.8,2531.97,97.9,30.01
28.8,30.39,0.02,2.06,0.79,212.05,62,127.81,3.89,2483.951,96.5,29.03
28.59,36.17,2.94,1.57,2.39,331.54,95.09,165.62,27.51,2462.563,99.03,28.55
28.47,34.44,3.59,1.16,2.42,338.47,94.35,166.56,26.89,2244.757,96.46,29.28
28.17,34.12,3.7,0.77,2.21,321.47,90.4,159.37,24.15,2407.58875,99.29,27.82
28.42,34.16,3.82,0.93,2.4,331.2,94.32,165.99,27.51,67412.485,70.91,28.8
29.05,34.2,3.88,1.15,2.38,331.51,94.31,170.9,27.95,2468.735,96.02,28.59
29.29,38.29,3.78,1.26,2.4,350.15,94.35,171.57,26.8,2483.698571,97.87,28.47
28.58,35.37,3.85,1.23,2.38,347.77,94.31,168.03,26.98,2273.756857,91.37,28.17
28.24,36.02,3.77,1.22,2.39,345.97,94.31,169.11,26.98,2443.735857,95.95,28.42
29.24,35.29,3.64,1.64,2.34,339.51,0,0,0,0,98.26,29.05
29.7,35.2,3.75,1.93,2.39,339.77,93.95,168.71,27.91,0,99.32,29.29
29.71,35.66,3.77,1.82,2.41,339.78,94,169.56,26.33,3338.9,96.44,28.58
29.62,35.63,3.83,1.69,2.41,354.16,94.12,168.84,26.75,3429.92,98.82,28.24
28.53,34.54,3.09,1.57,2.16,324.59,89.26,161.19,23.29,3423.77,0,29.24
