BENZOL WASHER INLET GAS TEMP,BENZOL WASHER  INLET OIL TEMP,RICH OIL FLOW(M3/hr),DISTILLATION COLUMN MIDDLE TEMP,STEAM FLOW TO REGENERATOR (T/hr),STEAM TEMP TO REGENERTOR ,DISTILLATION COLUMN TOP TEMP,DISTILLATION COLUMN BOTTOM TEMP,PRODUCTION (TON),PRODUCT TEMP,PIPEHEATER MIDDLE TEMP,STEAM INLET TEMP TO PIPEHEATER
27.88,27.33,65.13,95.38,2.37,334.76,93.93,172.18,26.27,35.59,402.07,144.7
27.33,27.46,65.07,94.64,2.41,328.47,94.22,170.5,26.63,34.94,396.03,144.7
27.46,27.01,64.98,95.12,2.43,335.74,94.39,167,26.98,34.43,384.28,143.5
27.01,27,65.12,94.47,2.44,343.24,94.36,168.05,26.62,33.71,396.21,139.91
27,27.25,65.08,94.21,2.43,330.8,94.44,169.46,26.8,34.88,392.67,140
27.25,27.47,63.93,94.3,2.21,325.13,93.53,166.87,21.05,34.24,386.43,144.39
27.47,28.21,64.92,94.6,2.42,350.78,94.15,169.08,26.35,37.29,405.52,146.16
28.21,28.47,64.6,94.22,2.4,357.3,94.15,167.62,27.16,37.09,400.8,144.41
28.47,26.12,59.1,95.38,1.88,315.8,82.6,150.2,18.48,32.04,370.2,144.21
26.12,26.8,64.7,95.43,2.41,332.5,94.4,166.4,27.16,34.3,412.8,143.75
26.8,28.75,65.5,91.91,2.43,343.9,94.5,169.6,27.68,36.4,401.8,146.75
28.75,27.93,65.23,94.14,2.42,352.32,94.32,170.25,28.13,35.21,397.33,147.33
27.93,28.85,64.09,93.59,2.31,341.01,94.4,169,25.74,35.5,395.4,149.24
28.85,26.79,64.44,94.3,2.4,341.15,94,170.2,27.42,33.47,402.8,145.65
26.79,29.05,64.77,94.43,2.32,335.71,94.45,170.07,27.07,37.11,400.02,143.7
29.05,12.62,65.29,94.32,2.28,342.16,94.12,169.92,27.87,36.14,402.21,143.71
28.44,12.57,65.29,94.36,2.37,347.8,94.27,172.6,27.78,35.76,399.49,146.72
28.4,12.87,65.42,94.34,2.37,345.37,94.31,172.28,27.6,34.99,398.08,145.54
28.13,12.7,65.18,94.65,2.37,347.11,94.39,171.04,26.89,35.63,397.31,146.2
27.57,27.72,64.97,64.21,2.25,353.25,94.38,168.77,24.77,35.46,351.8,147.53
27.72,27.41,64.9,94.35,2.43,357.08,94.25,171.31,26.62,34.94,397.98,170.56
27.41,26.53,64.68,88.29,0,0,0,0,26.4,0,0,0
27.71,0,0,94.5,0,0,0,0,0,0,0,0
0,27.91,64.73,94.59,2.36,332.14,94.55,171.27,27.57,35.43,404.57,145.86
27.91,27.35,64.75,94.8,2.34,333.4,94.33,169.44,26.65,34.37,404.05,144.02
27.35,27.55,64.81,95.02,2.39,338.78,94.18,168.37,25.94,35.23,394.56,143.3
27.55,27.76,63.98,94.9,2.31,337.48,92.67,166.53,25.95,34.86,397.19,145.8
27.76,29.82,64.87,95.24,2.42,346.08,94.53,169.42,27.15,37.38,396.27,186.37
29.82,29.35,64.89,95.24,2.45,335.19,95.05,170.54,27.16,38.94,397.86,145.27
29.35,28.7,64.92,95.65,2.46,338.21,95,170.37,26.54,37.79,398.11,140.71
28.7,28.3,64.99,94.91,2.49,342.56,94.16,169.13,27.58,38.56,397.94,139.21
28.3,27.45,65.3,95.4,2.4,344.67,93.86,169.12,27.78,37.13,400.9,140.41
27.45,28.45,64.97,95.08,2.39,349.63,94.05,168.06,27.08,36.32,394.67,140.47
28.45,29.13,65.12,95.8,2.9,359.18,94.62,169.18,26.98,35.18,398.6,141.83
29.13,28.79,65.12,95.4,1.9,329.29,92.36,159.69,20.87,35.21,374.58,140.68
28.79,29.92,65.24,95.62,2.36,336.64,93.54,168.71,27.06,37.54,405.73,148.5
29.92,27.79,65.29,94.81,2.39,349.46,93.9,174,27.07,33,393.5,146.2
27.79,28.1,65.31,94.73,2.37,352.24,94.55,171.2,27.51,34.78,383.6,144.54
28.1,28.88,65.22,94.91,2.38,351.4,94.32,171.32,26.63,34.18,385.25,145.5
28.88,28.49,65.22,95.09,2.39,355.36,94.29,169.31,26.63,34.15,380.32,146.2
28.49,28.59,65.21,94.93,2.39,353.29,94.28,169.01,26.97,34.18,378.11,144.5
28.59,30.03,65.02,152.17,2.39,352.46,94.26,170.36,28.04,36.16,374.18,150
30.03,29.29,64.42,94.89,2.41,349.7,94.28,170.52,27.41,37.03,375.15,147.21
29.29,28.7,64.88,94.08,2.4,300,94.26,169.77,27.51,37,376.39,146.75
28.7,28.04,64.97,94.96,2.39,348.43,94.24,169.34,27.07,36.42,377.42,144.54
28.04,28.78,58.2,94.8,1.83,302.59,88.9,155.97,17.68,33.05,354.05,143.87
28.78,28.85,65.01,94.95,2.38,329.25,93.83,169.37,26.89,36.81,402.92,143.62
28.85,29.22,65.02,95.04,2.41,335.2,93.77,170.96,26.71,32.47,400.4,146
29.22,28.94,64.83,95.2,2.39,331.6,93.9,169.9,26.71,36.9,400.8,145.83
28.94,29.66,65.02,94.95,2.39,349.9,94.1,169.5,26.35,36.9,404.1,145.91
29.66,28.99,65.03,95.03,2.41,353.4,94.36,170.17,26.09,36.7,406.75,146.5
28.99,28.75,64.72,95.2,2.38,355.48,94.22,171.06,26.35,37.02,408.51,149.16
28.75,12.95,64.12,95.02,2.39,356.2,94.21,171.06,26.09,37.03,406.5,146.29
28.98,12.94,64.75,94.66,2.36,351.95,94.76,170.12,25.56,37.25,407.33,147.5
29.29,13.06,64.8,94.65,2.36,348.43,94.69,170.85,25.39,37.43,409.37,147.83
29.49,12.82,65.04,94.21,2.35,348.32,94.8,168.72,25.39,37.6,408.4,147.5
29.01,0,0,94.61,0,0,0,0,0,0,0,0
0,27.66,64.74,95.15,0,0,0,0,26.39,0,0,0
28.86,0,0,95.18,0,0,0,0,0,0,0,0
0,28.74,65.01,94.98,2.5,345.07,94.47,169.4,27.18,37.33,397.76,147.75
28.74,28.52,65.19,94.21,2.39,345.87,93.84,168.57,26.34,35.59,393.08,143.23
28.52,28.86,64.99,94.12,2.39,344.38,94.28,169.95,27.18,35.59,378.12,146.39
28.86,29.03,63.98,94.88,2.31,336.77,93.3,168.13,25.25,35.69,396.79,145.84
29.03,29.09,64.78,95.17,2.37,347.22,94.29,167.04,25.82,37.13,411.6,145
29.09,28.4,64.93,94.99,2.36,339.61,94.21,168.27,25.91,37.82,408.3,146.18
28.4,28.6,64.77,95.35,2.31,335.42,93.99,167.93,25.82,36.21,404.21,147.6
28.6,28.3,64.91,95.28,2.29,344.8,94.26,168.2,26.09,35.42,412.6,144.77
28.3,28.83,64.64,95.69,2.4,334.7,94.52,170.26,25.46,37.17,406.3,147.85
28.83,28.5,64.59,95.09,2.41,341.9,94.7,169.59,25.82,36.63,397.7,147.77
28.5,28.99,64.64,95.23,2.4,347.2,94.76,174.43,26.27,36.57,396.5,147.21
28.99,29.53,64.8,95.17,2.4,346.9,94.75,170.81,25.74,37.79,395.6,146.12
29.53,28.73,64.43,94.85,2.38,346.2,93.94,167.57,25.38,37.26,395.9,145.75
28.73,29.27,64.42,94.46,1.53,296.01,92.14,89.3,12.03,32.43,354.7,146.75
29.27,29.24,64.83,94.3,2.37,337.3,94.45,166.78,24.5,37.57,412,144.08
29.24,28.21,65.09,94.79,2.34,336.42,94.28,167.12,23.89,36.82,409.05,144.79
28.21,28.86,65.04,94.89,2.35,345.29,93.84,171.36,26.01,37.07,415.11,154.75
28.86,29.42,64.79,94.09,2.28,340.4,94.19,167.77,25.12,37.6,410.53,153.28
29.42,29.26,64.92,94.66,2.4,340.3,94.37,169.69,25.21,37.62,411.78,151.37
29.26,29.4,64.96,94.42,2.41,336.99,94.47,169,25.31,37.7,410.24,144.41
29.4,29.3,64.84,94.59,2.41,337.8,94.49,169.42,25.21,32.77,408.5,156.2
29.3,28.95,65.23,93.67,2.39,339.25,94.08,168.8,25.39,37.61,406.91,157.58
28.95,28.99,65.12,94.24,2.33,337.19,93.83,169.3,24.94,37.81,409.49,145.16
28.99,29.25,65.05,94.23,2.34,335.52,94.05,167.57,25.75,37.52,408.94,141.62
29.25,28.96,64.96,95.62,2.33,337.68,93.97,167.19,25.92,37.26,412.57,146.12
28.96,28.49,64.98,94.46,2.3,334.83,94.15,168.69,26,37.22,414.33,141.87
28.49,29.59,65.18,94.61,2.36,344.44,94.33,170.06,25.73,38.56,412.92,150.21
29.59,29.21,65.18,94.56,2.32,325.9,94.23,168.89,25.83,36.93,413.65,148.37
29.21,29.43,65.47,94.25,2.37,336.03,94.59,168.88,25.21,37.28,414.6,152
29.43,13.04,65.28,93.8,2.45,334.94,94.74,169.86,25.39,37.21,410.24,152.37
28.91,12.9,65.32,93.89,2.47,338.39,94.83,170.33,25.3,37.25,407.65,151.37
28.32,11.64,65.14,94.05,2.46,342.07,94.93,168.98,24.68,36.83,395.41,151.74
28.85,11.99,64.99,94.22,2.46,352.95,93.92,169.27,24.33,37.72,393.08,148.12
28.46,12.34,64.84,94.19,2.46,350.6,94.16,166.92,24.33,36.87,399.5,151.72
28.52,29.26,65.28,94.75,2.46,356.15,94.18,169.59,25.03,35.86,406.57,152.04
29.26,27.81,64.95,94.01,0,0,0,0,24.98,0,0,0
28.96,0,0,88.93,0,0,0,0,0,0,0,0
0,28.67,64.75,93.78,2.36,341.55,94.39,169.39,25.88,36.71,405.32,146.63
28.67,29.01,64.62,94.05,2.27,335.74,94.18,158.39,23.6,36.49,394.1,146.5
29.01,29.06,64.98,94,2.37,339.49,94.25,169.02,25.16,36.74,410.3,151.77
29.06,29.13,65.13,88.77,2.34,335.94,94.16,168.65,25.63,37.51,412.36,146.48
29.13,29.45,65.13,91.67,2.46,351.8,94.17,169.03,25.12,37.61,406.94,153.05
29.45,29.34,65.27,92.69,2.44,352.94,93.98,167.87,25.39,37.48,406.08,153.91
29.34,29.61,65.5,93.33,2.41,352.14,93.98,169.94,25.73,38.13,406.17,144.2
29.61,29.06,65.28,94.43,2.42,352.8,94.67,168.83,25.21,36.8,403.5,151.7
29.06,28.73,65.13,94.5,2.4,348.08,94.92,165.18,20.61,35.3,394.08,149.21
28.73,29.36,64.89,94.61,2.41,356.91,93.72,170.19,26.98,36.43,399.9,149.54
29.36,28.5,64.67,94.54,2.42,355.01,93.81,170.03,26.72,36.39,397.23,153.7
28.5,28.6,64.77,94.5,2.41,356.29,93.89,170.11,25.73,36.33,401.22,149.71
28.6,28.8,64.72,94.6,2.42,348.47,94.33,168.85,27.15,35.71,404.08,150.14
28.8,28.2,64.58,94,2.4,349.81,94.4,168.29,26,35.6,406.2,148.45
28.2,27.79,64.23,93.86,2.41,350.31,94.39,168.66,25.65,36.36,405.76,151.33
27.79,28.74,64.91,94.26,2.42,340.22,94.2,168.22,25.75,36.98,415.27,152.75
28.74,27.5,64.8,94.45,2.41,369,94.2,168.41,23.17,35.91,409.2,153.25
27.5,27.95,65.15,93.96,2.45,332.5,94.28,168.47,26.54,37.63,415.4,152.25
27.95,27.96,65.22,94.15,2.44,342.4,94.8,168.32,25.64,36.34,398.16,151.5
27.96,28.4,65.4,94.75,2.46,351.7,94.81,168.61,26.62,37.04,390.2,139.28
28.4,28.9,65.26,94.05,2.43,356.3,94.8,170.08,26.27,37.26,395.03,141.1
28.9,29.03,65.24,94.22,2.28,360.5,94.41,169.9,25.47,36.15,397.8,139.75
29.03,28,65.61,94.63,2.36,358.9,94.12,169.84,26.18,35.22,396.5,138.7
28,28.05,65,94.62,2.37,354.79,94,169.62,26.27,35.59,396.06,141.2
28.05,28.77,64.96,94.35,2.41,359.16,94.6,170.14,26.71,37.18,398.37,140.12
28.77,28.91,65.05,94.3,2.42,351.93,94.29,170.56,26.8,35.94,394.8,138.7
28.91,28.88,64.9,94.13,2.37,353.6,94.23,168.93,26.26,34.69,393.57,140.41
28.88,28.83,65.07,94.15,2.38,347.08,94.24,169.08,26.44,35.17,396.62,138.16
28.83,28.33,65.37,94.27,2.41,343.81,94.31,169.95,26.8,36.22,398.11,148.83
28.33,12.93,65.12,93.98,2.4,346.48,94.21,168.42,26.98,35.8,396,147.35
28,13.09,65.21,93.85,2.39,347.94,94.27,169.05,27.25,35.9,396.1,150.45
28.16,13.23,65.1,94.14,2.38,356.76,94.06,167.88,27.16,35.74,389.05,149.22
28.55,13.29,64.3,94.73,2.36,354.06,94.32,166.7,26.8,36.88,410.99,149.37
27.7,13.07,64.73,95.22,2.34,340.75,94.5,165.8,26.8,33.29,405.7,151.041
28.71,26.04,65.02,164.14,2.41,351.41,94.3,169.04,25.81,36.38,400.8,147.28
28.56,0,0,165.43,0,0,0,0,0,0,0,0
0,29.15,65.12,94.19,2.42,352.81,94.18,168.51,25.11,36.88,401.99,150.76
29.15,28.57,64.71,94.7,2.41,352.13,94.21,168.76,25.55,36.02,401.21,150.3
28.57,28.35,65.14,94.73,2.41,350.37,94.5,169,25.64,36.76,403.01,146.07
28.35,28.54,65.14,92.5,2.39,352.75,94.26,169.73,26.49,35.72,396.29,141.24
28.54,0,0,94.65,0,0,0,0,0,0,0,0
0,29.07,64.18,87.53,2.39,338.8,94.09,138.19,27.68,34.09,403,150.58
29.07,28.15,55.24,94.5,1.92,297.79,90.22,156.74,18.57,34.5,361.46,148.94
28.15,28.13,64.41,94.41,2.37,353.82,93.83,170.66,27.51,36.92,392.66,149.87
28.13,28.94,64.8,93.97,2.42,349.63,94.39,168.18,27.6,36.9,390.08,149.56
28.94,28.52,64,94.01,2.41,300,94,159.02,27.02,36,360.5,149.65
28.52,28,53.33,93.9,2.04,298.7,89.33,159.02,19.89,34.99,350.42,150.57
28,26.52,54.14,94.13,1.65,286.82,94.01,144.79,18.66,31,368.67,145.37
26.52,22.9,62.18,94.7,2.22,326.74,93.22,162.39,23.79,31.57,386.4,149.87
22.9,27.24,64.62,94.48,2.39,338.71,93.94,166.58,16.87,33.19,404.83,150.54
27.24,27.35,65.2,94.54,2.39,335.23,94.29,169.39,27.16,33.96,410.16,153.21
27.35,27.3,64.77,94.27,2.37,337.11,94.29,167.79,28.73,33.86,406.94,151.54
27.3,26.61,64.16,94.35,2.39,334.6,94.52,168.4,28.84,33.29,402.5,151.37
26.61,27.92,64.48,95.7,2.28,338.23,94.41,170.5,28.22,35.07,405.4,152.14
27.92,27.9,64.48,95.2,2.28,339.6,94.4,170.5,27.5,35,396.4,151.76
27.9,26.51,64.2,94.3,2.83,341.98,94.5,168.3,27.33,33.45,388,150.25
26.51,24.6,64.5,94.68,2.31,346.8,93.6,168.7,26,34.7,389.8,152.75
24.6,26.17,65.4,94.1,2.31,354.3,93.52,170.4,26.44,34.8,387.8,152.25
26.17,27.2,64.26,94.96,2.29,345.3,93.4,168,26.27,34.59,393.3,152.11
27.2,27.49,62.79,94.85,2.38,344.8,94.02,170.01,26.8,33.75,391.24,153.75
27.49,26.77,62.04,95.4,2.31,345.94,94.05,167.61,26.62,33.34,386.93,152.31
26.77,27.14,62.31,95.59,2.41,343.39,94.37,169.8,25.29,33.01,393.5,156.2
27.14,26.93,61.16,94.5,2.41,345.7,94.12,166.75,25.3,33.17,395.7,138.7
26.93,26.87,63.58,94.28,2.42,345.17,93.76,169.51,25.91,33.11,400.57,143.66
26.87,26.61,60.64,94.58,2.41,345.79,93.91,170.45,25.56,33,401.39,151.66
26.61,13.01,60.77,94.95,2.41,359.81,94.39,168.14,23.89,34.16,398.7,151.08
26.75,13.17,60.25,94.7,2.41,341.45,94.31,169.8,24.95,34,402.32,150.75
26.66,13.08,60.9,95.15,2.41,342.6,94.39,170.5,23.88,35.05,405.7,150.87
26.8,12.89,62.28,95.13,2.42,344.5,93.69,168.1,23.53,33.59,404.29,150.62
26.7,12.61,61.29,94.67,2.38,327.17,94.19,167.4,23.17,32.47,408.08,149.95
24.5,12.9,61.83,94.59,2.38,341.43,94.55,166.82,0,36.65,395.73,149
27.2,24.28,62.27,59.78,2.32,336.4,93.67,165.29,24.38,33.95,392.75,150.36
26.98,0,0,95.53,0,0,0,0,0,0,0,0
0,28.47,60.99,93.52,2.26,323.12,92.64,158.56,21.18,34.98,376.35,149.86
28.47,26.76,60.58,94.87,2.18,314.37,93.13,160.43,19.06,33.17,380.16,149.87
26.76,26.72,64.57,94.87,2.4,341.8,94.18,165.56,27.58,34.31,396.69,151.77
26.72,27,62.4,94.9,2.38,345.16,93.95,168.88,25.96,33.42,394.66,149.38
27,27.35,62.9,94.64,2.37,352.24,93.99,171.24,23.26,33.46,400.95,151.22
27.35,26.39,63.1,93.74,2.38,347.14,94.21,169.06,24.77,33.44,400.76,151.35
26.39,26.25,62.53,95.35,2.38,346.31,94.37,170.06,23.88,33.35,400.9,150.16
26.25,26.18,61.89,95.91,2.39,343.49,94.39,169.49,25.83,33.02,399.08,152.45
26.18,26.61,61.32,94.2,2.37,339.8,94.64,166.93,22.64,32.01,400,150.45
26.61,26.43,61.46,95.45,2.39,339.8,94.56,166.57,22.72,31.79,404.12,148.83
26.43,26.29,60.93,95.39,2.39,335.75,93.97,94.1,23.71,31.58,405.94,149.37
26.29,26.33,62.17,95.22,2.38,336.21,93.91,94.08,25.3,31.54,401.33,153.83
26.33,26.71,61.39,95.54,2.42,333.99,94.68,166.78,25.12,31.52,409.08,151.23
26.71,27.79,61.83,95.46,2.38,334.53,94.1,166.37,25.91,32.42,409.91,153.45
27.79,27.12,61.88,95.49,2.39,334.56,94.12,166.64,25.83,32.39,408.07,152.7
27.12,27.7,49.4,95.69,2.18,317.17,92.6,161.6,22.29,31.9,382.7,150.72
27.7,27.5,61.87,96.33,2.39,338.42,94.48,167.84,18.75,33.8,399.28,150.78
27.5,26.33,60.6,95.65,2.14,344.8,87.42,167.53,15.83,31.06,393.2,150.3
26.33,27.13,63.17,95.31,2.37,352.52,83.89,168.68,24.86,33.28,402.86,150.25
27.13,26.95,65.2,95.28,2.47,350,93.88,164.69,24.94,34.54,396.41,152.2
26.95,27.16,64.65,90.72,2.47,346.5,93.39,168.16,26.99,33.88,399.97,153.91
27.16,27.17,60.84,92.8,2.46,356.2,94.11,169,26.89,33.15,402.52,153.64
27.17,26.68,60.88,95.22,2.42,348.54,94.26,169.81,26.71,32.96,404.35,152.3
26.68,29.23,58.66,96.53,2.42,348.35,94.37,169.01,26.27,32.52,406.25,152.7
29.23,25.89,60.58,98.65,2.37,349.49,94.38,169.74,26.71,34.17,407.89,152
25.89,26.91,64.34,98.61,2.39,343.63,94.32,168.66,25.92,33.86,403.2,154.7
26.91,26.97,63.48,97.62,2.39,339.45,94.42,169.03,26.36,33.92,404.42,154
26.97,26.26,61.84,97.13,2.42,336.88,94.6,168.97,26.1,34.63,400.67,154.12
26.26,26.99,62.02,97.13,2.42,335.4,94.1,169.19,26.36,34.68,398.78,155.16
26.99,13.1,62.01,96.28,2.42,339.9,94.1,169.4,27.34,35.07,400.5,152.58
26.8,13.09,62.4,95.69,2.41,354.1,94.1,167.8,27.34,34.7,398.6,153.75
26.7,13.06,62.73,97,2.37,355.81,93.77,165.9,27.24,34.34,399.21,152.58
26.72,13.02,62.5,95.5,2.35,352.24,93.8,164.71,26.89,33.6,399.08,134.58
26,13.01,61.97,96.4,2.35,351,93.5,165.1,26.98,33,400,135.54
26,13.14,62.28,97.1,2.38,350.06,94.35,161.21,25.1,34.89,398.31,143.04
26.84,24.22,61.7,95.95,2.38,343.69,93.49,162.27,24.56,32.99,401.24,150.77
26.82,0,0,96.4,0,0,0,0,0,0,0,0
0,26.5,62.02,96.05,2.38,343.5,94.3,169.36,23.83,32.66,401.68,150.55
26.5,26.75,61.57,96.33,2.39,336.38,94.28,142.42,24.46,31.89,405.49,151.41
26.75,27.13,60.82,95.21,2.35,343.66,91.4,155.54,22.94,33.09,396.71,151.76
27.13,26.99,61.69,96.38,2.4,343.11,94.35,169.2,26.35,33.82,403.65,153.78
26.99,26.75,60,95.63,2.39,337.84,94.42,162.38,26.18,35.33,402.42,151.28
26.75,26.05,63.47,95.83,2.36,341.26,94.6,163.4,25.65,35.16,414.3,152.18
26.05,26.94,61.64,95.94,2.23,332.82,94.09,151,24.5,32.59,407.27,152.4
26.94,26.7,63.82,96.28,2.39,341.57,94.39,157.92,26.36,33.95,400.59,151.95
26.7,26.07,64.19,96.55,2.38,340.23,94.27,156,26.54,33.49,398.87,153.12
26.07,26.77,64.26,96.36,2.38,343.83,94.21,158.04,26.71,33.7,401.47,151.04
26.77,27.56,64.44,96.31,2.38,343.89,94.39,158.3,26.63,34.31,406.96,151.41
27.56,26.8,64.98,95.73,2.4,344.1,94.51,157.65,26.36,34.53,409.11,151.75
26.8,26.3,64.7,96.63,2.4,341.2,94.66,157.52,25.82,35.03,409.2,152.33
26.3,26.31,64.76,96.74,2.4,340.4,94.58,157.8,25.92,34.17,407.6,152.04
26.31,26.29,6479,97.09,2.41,342.72,94.59,160.55,26.54,35.23,409.6,152.7
26.29,27.2,65.5,97.42,2.4,342.2,94.7,159.2,26.36,34.79,411.9,152.04
27.2,SD,SD,96.34,SD,SD,SD,SD,15.22,SD,SD,SD
SD,SD,29,95.49,0,185.7,59.78,78.9,3.98,28.05,232,141.92
26.8,12.95,56,96.64,2.2,344.9,93.91,157.08,26.98,34.61,412.6,147
27.4,12.4,59.35,96.01,2.11,30.89,93.09,159.77,23.27,32.15,396.27,147.47
26.86,24.65,488.34,96.12,2.19,310.24,94.45,158.43,13.15,34.36,394.68,150.71
26.72,0,0,96.8,0,0,0,0,0,0,0,0
0,26.69,63.12,93.87,2.36,340.21,94.34,158.14,26.08,34.08,404.55,151.91
26.69,26.59,980.9,97.4,2.39,342.34,94.46,158.31,26.36,34.35,406.12,152.06
26.59,27.2,65.5,95.7,2.4,342.2,94.7,158.44,5.94,34.79,411.9,152.04
27.2,28,64.1,97.15,2.26,322.5,94.01,164.9,26.44,32.42,416.7,130
28,26.72,64,96.61,2.38,42.0808,94.06,165.27,25.56,32.76,406.5,132.76
26.72,27.9,64.63,96.29,2.37,344.6,94.04,163.6,26.27,33.28,401.3,146.41
27.9,27.12,64.8,96.09,2.33,342.7,93.96,163.9,25.3,35.75,400.21,151.2
27.12,32.98,64.59,96.76,2.35,340.61,94.03,164.48,25.3,36.64,399.17,154.98
32.98,33.73,64.59,96.69,2.31,354.33,94.2,164.54,24.6,24.6,389.91,154.56
33.73,39.02,64.37,96.89,2.3,345.67,94.89,162.39,24.6,24.6,390.8,151.35
39.02,27.55,67.67,167.78,2.33,351.5,94.39,164.02,25.56,32.31,397.84,151.29
27.55,26.99,64.65,167,2.35,351.43,94.5,163.7,26.37,32.04,396.89,152.7
26.99,26.75,65.09,166.98,2.35,357.41,94.5,165.27,25.74,32,400.13,152.54
26.75,25.57,64.54,165.7,2.34,354.5,94.49,164.21,25.66,32.77,398.64,150.95
25.57,26.22,64.51,96.65,2.36,351.47,94.51,164.33,26.27,32.79,397.42,150.25
26.22,26.3,64.4,97.6,2.37,352.3,94.5,163.5,26.01,33.35,395.4,151.11
26.3,26.67,64.96,96.58,2.35,347.55,94.51,164.64,26.54,32.93,397.52,150.54
26.67,27.11,64.72,97.72,2.31,347.15,94.52,165.79,26.62,32.95,399.62,149.5
27.11,27.13,64.31,96.67,2.32,339.6,94.52,162.4,25.65,32.49,391.8,150.58
27.13,27.75,64.14,97.62,2.33,346.7,94.5,166.88,26.27,32.71,399.21,153.66
27.75,27.5,60.4,96.69,2.05,330.1,89.44,161.24,22.29,31.13,376.9,153.22
27.5,27.51,64,74.6,2.23,331.7,91.83,163.4,25.39,31.43,411.6,151.58
27.51,27.08,65.38,94,2.39,340.61,94.52,164.78,26.9,31.98,401.16,149.04
27.08,27.2,65.2,96.7,2.33,345.39,94.35,165.52,26.18,32.39,397.2,151.97
27.2,27.14,65.15,98.88,2.32,345.84,94.5,167.92,26.71,33.31,396.32,153.04
27.14,27.07,65.13,98.07,2.32,345.4,94.56,167.82,26.09,33.36,395.81,152.11
27.07,26.71,65.14,100.61,2.33,344.33,94.52,166.71,26.54,34.25,392.17,150.87
26.71,27.88,65.12,99.98,2.33,350.94,94.5,165.82,26.35,34.7,388.04,150.27
27.88,12.57,65.14,98.1,2.32,354.04,94.48,167.74,26.72,34.33,391.5,150.28
27.24,12.64,64.72,103.77,2.23,357.49,94.51,168.06,26.01,34.95,392.17,151.58
27.6,12.51,65.11,102.41,2.28,358.71,94.52,167.23,26.53,34.76,392.43,153.45
27.95,12.24,65.03,103,2.29,353.92,95.25,165.3,25.47,34.21,388.25,151.08
27.36,12.4,64.4,103.7,2.31,381.38,94.54,165.41,26.18,34.91,388.3,152.72
27.03,12.5,65.07,99.17,2.25,346.5,94.4,165.5,25.31,33.7,391.8,150.91
27.46,25.05,64.68,99.53,2.32,347.88,94.09,164.71,25.81,32.36,396.22,150.21
27.94,0,0,100.6,0,0,0,0,0,0,0,0
0,30.78,64.44,102.2,2.33,341.74,94.17,164.43,25.45,31.44,400.66,145.89
30.78,30.37,65.07,98.4,2.33,350.78,94.43,164.02,25.42,30.71,396.2,152.62
30.37,26.95,63.92,96.6,2.3,344.98,93.79,164.07,25.66,32.62,393.98,151.31
26.95,27.23,65.02,99,2.32,343.46,94.11,166,26.31,33.06,397.47,151.22
27.23,27.57,64.76,99.84,2.41,340.87,94.74,166.48,26.71,32.86,397.58,146.66
27.57,28.04,65.32,99.36,2.42,357.8,94.78,167.1,26.28,34.8,400,152.71
28.04,27.7,64.6,102,2.42,356.5,94.5,167.3,26.45,37.7,398.8,152.4
27.7,27.59,65.78,102.98,2.44,350.25,94.55,166.69,26.1,36.39,399.46,147.2
27.59,31.9,67.75,97.36,2.4,348.95,94.52,167.3,25.92,37.55,400.24,138.45
31.9,39.87,65.44,97.46,2.37,346.81,94.6,166.04,24.86,38.44,397.7,134.58
39.87,27.78,65.62,96.02,16.7,2.35,94.5,166.87,26.27,33.8,399.66,149.12
27.78,28.1,65.1,95.5,18.5,2.34,94.68,165.76,26.45,35.23,399.88,154.04
28.1,27.73,65.06,95.3,2.35,2.35,94.39,167.27,26.45,37.72,397.8,151.75
27.73,27.93,65.33,95.42,2.36,345.59,94.13,166.4,26.09,37.14,398.99,151.08
27.93,28.06,65.13,96.6,2.36,345.77,94.37,166.22,26.72,37.42,397.51,152.79
28.06,27.9,65.08,97.9,2.37,346.38,94.2,167.63,26.45,38.49,397.45,153.1
27.9,27.82,65.21,96.5,2.34,348.72,94.15,167.06,26.54,39.03,398.26,151.7
27.82,28.45,65.45,99.03,2.34,348.72,94.11,167.73,26.44,38.52,395.71,153.08
28.45,28.95,65.32,96.46,2.35,345.74,94.26,165.97,26.36,39.13,396.7,154.33
28.95,28.45,65.98,99.29,2.34,342.77,94.64,167.43,26.35,39,401.05,151.75
28.45,27.84,65.74,70.91,2.35,344.84,94.69,167.67,26.35,38.23,402.34,154.33
27.84,27.07,65.1,96.02,2.37,345.62,94.59,167.35,26,38.56,395.5,151.75
27.07,26.97,65.66,97.87,2.42,345.7,94.17,167.62,26.53,38.59,396.5,151.51
26.97,27.2,66.39,91.37,2.4,347.22,93.99,168.11,26.36,37.98,399.3,150.41
27.2,26.29,65.24,95.95,2.39,339.4,94.06,166.31,26.98,35.4,398.3,147.29
26.29,26.8,66.1,98.26,2.38,334.07,92.24,168.5,26.8,35.5,395.9,149.5
26.8,27.7,65.49,99.32,2.35,342.1,94.22,165.6,27.42,34.1,393.5,145.83
27.7,27.9,65.9,96.44,2.36,344.9,94.21,165.14,26.98,36.12,392.3,149.72
27.9,27.8,64.9,98.82,2.39,348.4,94.7,167.6,26.98,36.8,389.7,149.7
27.8,12.2,58.47,0,2.03,306.56,91.63,162.95,20.52,35.68,374.6,148.85
28.16,12.11,65.81,,2.37,330.9,94.34,165.8,26.72,37.45,401.4,148.3
28.06,12.09,65.41,,2.39,345.8,94.2,166.8,26.8,36.3,404.9,159.36
