LOWER COND TEMP AT INELT',LOWER COND TEMP AT OUTLET,UPPER COND TEMPE AT INELT,UPPER COND TEMPE AT OUTLET,BENZOL WASHER INLET GAS TEMP,BENZOL WASHER  OUTLET GAS TEMP,BENZOL WASHER  INLET OIL TEMP,BENZOL WASHER RESISTANCE,RICH OIL FLOW(M3/hr),RICH OIL INLET TEMP TO PIPEHEATER,RICH OIL PRESSURE AT PIPEHEATER INLET,RICH OIL OUTLET TEMP FROM  PIPEHEATER,RICH OIL PRESSURE AT PIPEHEATER OUTLET,PIPEHEATER MIDDLE TEMP,STEAM INLET TEMP TO PIPEHEATER,STEAM OUTLET TEMP FROM PIPEHEATER,COG FLOW TO PIPEHEATER,COG PRESSURE TO PIPEHEATER,STEAM FLOW TO REGENERATOR (T/hr),STEAM TEMP TO REGENERTOR ,DISTILLATION COLUMN TOP TEMP,DISTILLATION COLUMN BOTTOM TEMP,PRODUCTION (TON),PRODUCT TEMP,CRUDE BENZENE AT <75 C, BENZOL (BTX),Benzene ,Production ,Dispatch,yield  (Dry basis),QI,Moisture,Density ,Dry basis,wet basis ,Actual ,Dry basis,Consumer(from FMD),Flare(Flow meter),Tot Gas to Battry,SAP production,0,SAP production
30.94,29.71,21.21,25.05,28.35,32.32,28.35,3.44,65.14,147.65,0.28,180.04,0.12,403.01,146.07,350.37,346.94,1.12,2.41,350.37,94.5,169,25.64,36.76,1.06,89.18,80.86,90,30,0.031859208,1.78,1.2,1.17,2824.929,3201.82,1067832,378.0031286,92750,16599,37810,90,3.185920779,26
30.76,29.53,20.43,25.22,28.54,32.06,28.54,17.93,65.14,148.62,0.26,181.35,0.14,396.29,141.24,352.75,334.56,1.17,2.39,352.75,94.26,169.73,26.49,35.72,1.13,89.3,80.97,90,90,0.034471281,0,1.8,1.17,2610.869,2944.56,988488,378.6049779,100833,13868,11141,90,3.44712814,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,50,0.03654027,1.95,1.4,1.17,2463.036,2767.94,985392,400.0721061,100841,11701,0,90,3.654026981,25
30.83,29.12,19.37,28.75,29.07,32,29.07,3.55,64.18,147.7,0.28,180.3,0.15,403,150.58,338.8,320.4,1.64,2.39,338.8,94.09,138.19,27.68,34.09,1.34,89.62,81.8,90,0,0.03361391,1.88,1.4,1.17,2677.463,3024.92,975888,364.4823477,94147,15637,840,90,3.361390988,25
30.66,28.8,19.21,25.95,28.15,33.5,28.15,2.28,55.24,136.24,0.28,168.95,0.15,361.46,148.94,297.79,315.5,1.59,1.92,297.79,90.22,156.74,18.57,34.5,1.22,89.57,81.78,0,0,0,1.98,1.3,1.17,2798.232,3170.74,860712,307.5913648,97613,9795,374,75,2.680263824,24
30.66,28.75,20.7,27.79,28.13,32.9,28.13,3.75,64.41,150.24,0.28,182.22,0.15,392.66,149.87,353.82,327.76,1.43,2.37,353.82,93.83,170.66,27.51,36.92,1.14,89.67,81.77,90,0,0.031349688,1.72,1.7,1.17,2870.842,3243.96,1066920,371.6400972,96543,14079,17209,85,2.960803834,24
31.08,28.09,20.65,29.41,28.94,32.5,28.94,3.48,64.8,148.15,0.28,179.67,0.16,390.08,149.56,349.63,325.28,1.53,2.42,349.63,94.39,168.18,27.6,36.9,1.2,89.71,81.61,90,0,0.031174219,1.87,1.5,1.17,2887.001,3267.38,1053672,364.971124,97785,10877,27081,90,3.117421851,22
31.21,28.16,25.12,39.56,28.52,32.96,28.52,3.5,64,148,0.28,179.6,0.15,360.5,149.65,300,327,1.27,2.41,300,94,159.02,27.02,36,1.19,89.45,81.53,90,0,0,1.63,1.8,1.17,2893.501,3302.87,1053672,364.1512479,97061,13656,24446,90,3.110418832,22
30.26,28.05,21.94,36.52,28,31.73,28,0,53.33,136.32,0.25,168.72,0.15,350.42,150.57,298.7,274.79,1.19,2.04,298.7,89.33,159.02,19.89,34.99,1.12,89.79,81.28,90,420,0.030775365,1.91,2.6,1.16,2924.417,3371.41,1069824,365.8247097,101106,13992,26479,90,3.07753648,22
30.28,28.31,22.16,21.82,26.52,31.5,26.52,3.05,54.14,125.85,0.25,157.67,0.11,368.67,145.37,286.82,273.03,0.93,1.65,286.82,94.01,144.79,18.66,31,0.97,89.87,80.47,0,0,0,0,0,0,2918.078,3357.55,1063872,364.5796994,103685,9946,44032,90,3.084221875,22
29.87,27.37,25,20.54,22.9,30.79,22.9,1.83,62.18,143.53,0.28,175.39,0.13,386.4,149.87,326.74,297.12,0,2.22,326.74,93.22,162.39,23.79,31.57,1.03,89.66,80.47,90,130,0.0310124,1.8,2.4,1.17,2902.065,3355.29,1026456,353.6984871,102306,7216,78546,90,3.101239979,23
30.24,27.87,26.32,21.58,27.24,31.59,27.24,3.79,64.62,146.83,0.28,178.26,0.14,404.83,150.54,338.71,312.53,1.28,2.39,338.71,93.94,166.58,16.87,33.19,1.08,89.72,81,90,60,0.03192472,0,2,1.17,2819.132,3252.14,1063272,377.1628998,100525,12616,78260,90,3.192472009,23
30.27,28.66,24.87,21.41,27.35,32.08,27.35,3.27,65.2,149.19,0.28,180.97,0.14,410.16,153.21,335.23,313.79,1.36,2.39,335.23,94.29,169.39,27.16,33.96,1.2,90.03,80.95,90,30,0.036288903,2.29,1.5,1.17,2480.097,2896.71,1030056,415.3289166,80861,14738,66213,85,3.427285304,23
30.59,28.18,25.38,21.5,27.3,32.25,27.3,3.76,64.77,147.93,0.28,179.03,0.14,406.94,151.54,337.11,312.58,1.72,2.37,337.11,94.29,167.79,28.73,33.86,1.23,90.09,81.3,90,95,0.042556532,1.9,1.6,1.17,2114.834,2459.59,933696,441.4984817,102615,4410,22791,80,3.782802811,23
31.04,28.66,24.58,20.91,26.61,31.87,26.61,3.6,64.16,147.4,0.28,180.92,0.14,402.5,151.37,334.6,313.79,1.82,2.39,334.6,94.52,168.4,28.84,33.29,1.31,90.23,81.68,0,0,0,0,0,0,1907.326,2204.06,657216,344.574551,49518,4271,86030,65,3.407912439,23
31.41,30.25,26.12,22.37,27.92,32.29,27.92,3.64,64.48,150.28,0.28,181.63,0.13,405.4,152.14,338.23,310.62,1.57,2.28,338.23,94.41,170.5,28.22,35.07,1.42,89.75,81.02,90,185,0.039459994,1.67,1.6,1.17,2280.791,2604.66,801816,351.5517204,35533,6554,8303,75,3.288332863,23
31.24,29.47,27.8,21.94,27.9,32.71,27.9,3.42,64.48,150.28,0.28,181.63,0.13,396.4,151.76,339.6,310,1.82,2.28,339.6,94.4,170.5,27.5,35,1.15,89.34,81.02,90,115,0.035455405,1.82,1.4,1.17,2538.4,2874.66,942480,371.2890009,87933,12272,27285,80,3.151591554,25
30.91,28.62,25.33,21.33,26.51,31.11,26.51,3.03,64.2,148.39,0.28,179,0.14,388,150.25,341.98,311.6,1.29,2.83,341.98,94.5,168.3,27.33,33.45,1.06,89.67,80.86,90,40,0.034048465,1.6,1.6,1.17,2643.291,2995.69,958080,362.457255,102064,8658,30182,75,2.837372049,25
31.04,29.18,25.33,21.54,24.6,31.41,24.6,3.61,64.5,148.4,0.28,180.1,0.14,389.8,152.75,346.8,316.3,1.44,2.31,346.8,93.6,168.7,26,34.7,1.01,90.18,81.01,90,55,0.034621936,2.9,1.63,1.17,2599.508,3048.46,825576,317.5893284,97336,6573,6657,75,2.885161346,20
30.33,28.16,24.33,20.58,26.17,31.2,26.17,3.45,65.4,149.9,0.29,182,0.15,387.8,152.25,354.3,325.8,1.8,2.31,354.3,93.52,170.4,26.44,34.8,0.78,90.14,80.76,90,115,0,2.62,1.6,1.17,2754.151,3105.04,1008216,366.0714318,93356,15610,12708,80,2.904706387,25
29.28,28.08,25.91,21.33,27.2,31.04,27.2,3.52,64.26,147.6,0.29,179.6,0.17,393.3,152.11,345.3,326.9,1.46,2.29,345.3,93.4,168,26.27,34.59,0.84,89.89,70.68,90,125,0.031086547,2.57,1.6,1.17,2895.143,3217.93,1004736,347.041925,100458,7338,165020,70,2.417842573,25
30.5,28.4,27.7,22.77,27.49,32.08,27.49,3.82,62.79,149.38,0.28,180.45,0.16,391.24,153.75,344.8,332.35,1.64,2.38,344.8,94.02,170.01,26.8,33.75,0.91,90.02,80.66,90,0,0.030417953,0,0,0,2958.779,3337.4,1085304,366.8080651,93798,21488,52651,70,2.365840774,26
29.7,28.75,23.8,20.92,26.77,30.85,26.77,3.7,62.04,146.8,0.27,178.19,0.15,386.93,152.31,345.94,336.3,1.86,2.31,345.94,94.05,167.61,26.62,33.34,1.08,90.02,80.75,90,0,0.031817062,2.45,1.8,1.17,2828.671,3183.5,1051008,371.5554053,92255,14482,49728,70,2.474660362,22
30.79,28.08,26.08,21.41,27.14,31.9,27.14,3.54,62.31,148.98,0.27,180.85,0.15,393.5,156.2,343.39,336.7,1.55,2.41,343.39,94.37,169.8,25.29,33.01,0.99,89.69,81.1,90,30,0.031399179,0,0,0,2866.317,3258.95,1051080,366.7005429,90850,18295,36941,70,2.442158352,23
30.6,28.75,25.2,20.85,26.93,30.5,26.93,3.45,61.16,146.26,0.13,178.02,0.2,395.7,138.7,345.7,329.49,1.4,2.41,345.7,94.12,166.75,25.3,33.17,1.13,89.23,80.39,90,0,0.031840768,0,1.6,0,2826.565,3244.83,1040640,368.1641852,94640,19104,40599,70,2.476504167,22
29.75,28.8,24.78,20.9,26.87,31.8,26.87,3.59,63.58,148.63,0.29,180.79,0.18,400.57,143.66,345.17,333.76,1.38,2.42,345.17,93.76,169.51,25.91,33.11,1.17,89.55,80.4,90,260,0.031641787,2.53,1.6,1.17,2844.34,3240.18,1055952,371.2467567,91128,21559,41747,70,2.461027866,22
30.66,28.79,24.75,21.04,26.61,31.75,26.61,3.62,60.64,148.89,0.29,180.89,0.18,401.39,151.66,345.79,337.43,1.38,2.41,345.79,93.91,170.45,25.56,33,1.13,89.41,80.5,90,20,0.031314445,0,0,0,2874.073,3250.23,1059240,368.5501377,86173,25055,42606,70,2.435567921,20
30.45,29.04,24.79,20.79,26.75,31.83,13.01,3.56,60.77,147.57,0.29,179.12,0.18,398.7,151.08,359.81,332.48,1.35,2.41,359.81,94.39,168.14,23.89,34.16,1.08,89.53,80.61,90,0,0.031566465,2.12,1.8,1.17,2851.127,3275.69,1038768,364.3359275,88416,16623,70898,70,2.455169482,20
31.12,29.08,24.62,21,26.66,31.7,13.17,3.74,60.25,148.87,0.29,181.09,0.18,402.32,150.75,341.45,338.96,1.44,2.41,341.45,94.31,169.8,24.95,34,1.17,89.42,80.62,90,65,0.031895937,2.55,1.6,1.17,2821.676,3211.49,979032,346.9682557,63554,9441,238747,70,2.480795102,20
30.37,29.29,23.5,20.62,26.8,32.12,13.08,3.59,60.9,149.6,0.29,181.9,0.18,405.7,150.87,342.6,341.8,1.51,2.41,342.6,94.39,170.5,23.88,35.05,1.18,89.71,80.84,90,180,0.035882006,2.4,2.2,1.17,2508.221,2847.12,884424,352.610077,43460,12866,213878,70,2.790822659,20
30.75,29.04,25.25,20.66,26.7,31.75,12.89,3.42,62.28,146.69,0.29,178.6,0.18,404.29,150.62,344.5,342.5,1.53,2.42,344.5,93.69,168.1,23.53,33.59,1.21,90.03,80.81,81.29032258,70.64516129,0,2.084347826,1.681923077,1.1696,0,0,994817.1429,0,89151.64516,13222.16129,38684.71429,80.53571429,2.992399615,23.46428571
29.91,28.25,23.08,19.37,24.5,31.71,12.61,3.22,61.29,146.52,0.29,179.11,0.18,408.08,149.95,327.17,338.74,1.23,2.38,327.17,94.19,167.4,23.17,32.47,1.1,90.18,81.22,2520,2190,0,47.94,43.73,29.24,84128.309,95854.52,30757104,11349.68299,2763701,409887,1606695,2465,91.51397645,717
29,28.25,23,19.3,27.2,31.7,12.9,3.6,61.83,146.13,0.3,178.17,0.18,395.73,149,341.43,339.27,1.18,2.38,341.43,94.55,166.82,0,36.65,1,90.1,81.2,77.14285714,37.85714286,0.028341446,1.885,1.471428571,1.17,2741.543571,3098.812857,1002716.571,366.4218374,95326.42857,14606.71429,16409.57143,87.14285714,3.192158774,25.14285714
30.49,28.61,24.22,23.15,26.98,31.84,24.28,0,62.27,146.55,0.28,178.43,0.16,392.75,150.36,336.4,321.82,1.47,2.32,336.4,93.67,165.29,24.38,33.95,1.11,89.76,80.62,64.28571429,60,0,1.831666667,1.716666667,1.168333333,2852.790571,3248.404286,1020651.429,357.6057987,98780.75,11899.75,20065.85714,87.14285714,3.05600824,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.14285714,87.85714286,0.030956851,1.896,1.75,1.17,2434.663571,2806.73,922141.7143,379.3005796,76164.16667,9143.5,52489.71429,80.71428571,3.335948137,23.28571429
30.78,28.5,21.17,31.33,28.47,32.6,28.47,0,60.99,144.44,0.28,176.58,0.15,376.35,149.86,323.12,315.12,1.44,2.26,323.12,92.64,158.56,21.18,34.98,1.2,89.64,81.63,90,52.14285714,0,2.428,1.646,1.17,2792.265714,3163.852857,997714.2857,356.8891362,95731,13206.28571,50555.28571,72.85714286,2.618248835,23.71428571
30.36,28.07,23.07,26.91,26.76,31.78,26.76,0,60.58,141.62,0.27,173.44,0.14,380.16,149.87,314.37,299.71,1.21,2.18,314.37,93.13,160.43,19.06,33.17,1.1,89.75,80.95,0,0,0,2.2,3.4,1.17,2653.782,2992.49,969432,365.3020482,57759,13350,216156,70,2.637744924,20
30.94,28.93,25.58,21.45,26.72,31.83,26.72,3.5,64.57,148.94,0.28,180.39,0.14,396.69,151.77,341.8,314.38,1.64,2.4,341.8,94.18,165.56,27.58,34.31,1.14,89.91,81.15,90,0,0.033787931,1.98,1.8,1.17,2663.673,2996.98,968616,363.6392305,57380,9411,211088,70,2.627950203,20
30.18,28.52,25.46,21.32,27,31.42,27,3.61,62.4,148.08,0.26,179.75,0.17,394.66,149.38,345.16,333.28,1.52,2.38,345.16,93.95,168.88,25.96,33.42,1.04,89.69,79.41,90,30,0.033526833,2.06,1.8,1.17,2684.417,3022.84,968424,360.7576617,47730,13751,194561,70,2.607642553,20
30.83,29.19,24.41,20.45,27.35,32.12,27.35,3.69,62.9,149.95,0.3,182.69,0.18,400.95,151.22,352.24,346.32,1.1,2.37,352.24,93.99,171.24,23.26,33.46,1.03,89.7,80.75,90,60,0.03237282,2.13,1.7,1.17,2780.11,3118.96,983064,353.6061523,38908,20124,190241,70,2.517885983,20
30.79,29.25,24.31,20.58,26.39,31.88,26.39,3.68,63.1,147.95,0.3,180.33,0.18,400.76,151.35,347.14,344.74,1.13,2.38,347.14,94.21,169.06,24.77,33.44,0.95,89.55,70.67,90,0,0.031174219,2.24,1.6,1.17,2887.001,3235.76,1002792,347.3472992,41276,21307,191310,70,2.424661439,20
30.37,28.75,22.66,18.91,26.25,31.7,26.25,3.66,62.53,148.74,0.3,181.21,0.18,400.9,150.16,346.31,348.51,1.17,2.38,346.31,94.37,170.06,23.88,33.35,0.91,89.4,70.5,90,0,0.031128921,1.85,1.6,1.17,2891.202,3222.08,1002792,346.8425935,42300,23080,193253,70,2.421138336,20
30.08,28.29,22.62,18.66,26.18,31.46,26.18,2.96,61.89,148.24,0.3,180.58,0.17,399.08,152.45,343.49,345.17,1.2,2.39,343.49,94.39,169.49,25.83,33.02,0.97,89.38,80.58,90,0,0.030274591,1.73,1.5,1.17,2972.79,3362.45,1014648,341.3116971,52856,21320,197882,70,2.354690375,20
30.41,27.7,23.04,19.66,26.61,31.55,26.61,2.92,61.32,146.11,0.3,178.4,0.17,400,150.45,339.8,340.76,0.99,2.37,339.8,94.64,166.93,22.64,32.01,0.96,89.87,81.05,0,0,0,1.42,1.6,1.17,3001.059,3366.13,1032864,344.1665092,67830,18332,124264,70,2.332509957,20
30.68,26.45,23.16,18.74,26.43,31.38,26.43,2.34,61.46,145.7,0.3,178.39,0.17,404.12,148.83,339.8,339.21,0.79,2.39,339.8,94.56,166.57,22.72,31.79,1.08,90.08,80.74,0,0,0,1.91,1.4,1.17,2967.453,3358.15,1058208,356.6048055,74606,25733,16709,70,2.358925314,18
29.45,27.54,23.5,19.37,26.29,31.01,26.29,2.22,60.93,143.7,0.3,176.26,0.17,405.94,149.37,335.75,332.74,0.77,2.39,335.75,93.97,94.1,23.71,31.58,0.89,89.81,80.49,0,0,0,1.72,1.6,1.17,2983.132,3344.59,1061112,355.7040051,83945,23662,13231,70,2.346527073,20
32.04,28.54,24.04,19.93,26.33,31.63,26.33,2.71,62.17,149.64,0.3,177.27,0.17,401.33,153.83,336.21,331.2,0.78,2.38,336.21,93.91,94.08,25.3,31.54,0.87,89.69,80.34,90,30,0.030407665,1.83,1.4,1.17,2959.78,3343.45,1053384,355.899425,95089,20363,4654,75,2.53397212,20
30.33,28.36,23,19.12,26.71,31.28,26.71,3.61,61.39,151.12,0.3,179.02,0.18,409.08,151.23,333.99,345.68,0.81,2.42,333.99,94.68,166.78,25.12,31.52,0.81,89.75,80.2,90,0,0.033626004,1.89,1.6,1.17,2676.5,3062.75,1033848,386.2686344,96453,12932,5374,75,2.802167009,20
30.45,28.38,23.08,19.51,27.79,31.45,27.79,3.67,61.83,145.51,0.3,178.05,0.18,409.91,153.45,334.53,343.23,0.79,2.38,334.53,94.1,166.37,25.91,32.42,0.85,90.05,80.44,90,90,0.035427408,2.05,1.5,1.175,2540.406,2883.56,994680,391.5437139,94045,8243,36007,80,3.149102939,24
31.05,28.31,24.41,19.79,27.12,31.25,27.12,3.49,61.88,145.76,0.3,178.25,0.18,408.07,152.7,334.56,341.19,0.79,2.39,334.56,94.12,166.64,25.83,32.39,0.92,89.77,80.31,0,65,0,1.92,1.4,1.17,2740.234,3105.67,994680,362.9908979,84002,5678,160580,80,2.919458703,24
30.13,28.56,26,19.95,27.7,31.82,27.7,3.49,49.4,140.7,0.29,172.5,0.17,382.7,150.72,317.17,320.5,1,2.18,317.17,92.6,161.6,22.29,31.9,1.14,89.68,79.85,90,235,0.031473704,2.02,1.8,1.17,2859.53,3261.38,1047024,366.1524796,94223,9001,18612,85,2.972516462,23
31.29,28.51,25.75,22.37,27.5,31.29,27.5,3.8,61.87,145.4,0.3,177.84,0.17,399.28,150.78,338.42,339.42,0.92,2.39,338.42,94.48,167.84,18.75,33.8,1.19,89.49,79.51,90,365,0.030176381,2.24,1.8,1.17,2982.465,3360.87,1056816,354.3431356,90516,9999,24962,85,2.849991534,23
30.29,27.54,22.66,18.66,26.33,32.33,26.33,2.01,60.6,140.9,0.29,172.5,0.17,393.2,150.3,344.8,339.9,0.87,2.14,344.8,87.42,167.53,15.83,31.06,1.1,89.58,79.87,90,115,0.029685561,1.98,1.6,1.17,3031.777,3411.06,1056816,348.5797273,99540,9003,23640,85,2.803636283,23
31.2,28.79,22.35,18.83,27.13,32.75,27.13,2.84,63.17,148.55,0.3,180.19,0.18,402.86,150.25,352.52,344.19,0.82,2.37,352.52,83.89,168.68,24.86,33.28,0.95,89.55,79.52,90,25,0.029788768,1.84,2.1,1.17,3021.273,3389.4,1062336,351.618672,92095,9672,18638,85,2.81338363,23
31.41,28.87,21,17.66,26.95,31.91,26.95,3.47,65.2,141.23,0.29,179.67,0.17,396.41,152.2,350,333.04,0.88,2.47,350,93.88,164.69,24.94,34.54,0.92,89.62,79.75,90,110,0.02985237,1.69,3.2,1.17,3014.836,3400.87,1060896,351.8917779,88968,16310,19907,85,2.819390507,24
30.45,29.41,22.2,18.7,27.16,31.42,27.16,3.67,64.65,147.85,0.3,179.36,0.18,399.97,153.91,346.5,331.57,0.78,2.47,346.5,93.39,168.16,26.99,33.88,1.12,89.78,79.93,90,0,0.030205995,1.74,2.6,1.17,2979.541,3391.2,1052736,353.3215351,91959,9818,12136,85,2.852788399,20
29.33,28.08,25.58,20.29,27.17,31.15,27.17,3.6,60.84,148.4,0.3,180.2,0.18,402.52,153.64,356.2,338.6,0.8,2.46,356.2,94.11,169,26.89,33.15,1.14,89.66,79.9,90,175,0,1.6,2,1.17,3052.961,3454.17,1037832,339.9427638,90921,7837,19730,90,2.947957737,25
29.67,28.3,23.8,19.07,26.68,31.83,26.68,3.63,60.88,148.86,0.3,180.91,0.18,404.35,152.3,348.54,344.04,0.83,2.42,348.54,94.26,169.81,26.71,32.96,1.12,89.71,79.7,90,70,0.029730856,1.68,1.8,1.17,3027.158,3497.22,1060992,350.4911207,91283,9261,32630,85,2.807914222,24
30.23,29.1,22.85,19.47,29.23,31.71,29.23,1.91,58.66,148.4,0.3,180.6,0.17,406.25,152.7,348.35,348.6,0.83,2.42,348.35,94.37,169.01,26.27,32.52,1.05,89.72,80.05,90,100,0.029720724,1.74,1.8,1.17,3028.19,3440.31,1060992,350.3716742,93145,7581,42317,85,2.806957291,24
31.55,29.77,23.33,20.66,25.89,32.71,25.89,0,60.58,148.86,0.3,181.25,0.17,407.89,152,349.49,342.59,0.79,2.37,349.49,94.38,169.74,26.71,34.17,1.07,89.77,80.58,90,30,0.029293766,1.82,1.8,1.17,3072.326,3472.89,1032168,335.9565359,95881,3042,52496,85,2.766633489,24
30.41,28.83,25.25,21.2,26.91,31.75,26.91,3.76,64.34,148.28,0.31,180.44,0.14,403.2,154.7,343.63,337.29,0.77,2.39,343.63,94.32,168.66,25.92,33.86,1.03,89.92,80.61,90,0,0.029029767,1.65,1.8,1.17,3100.266,3518.87,1050792,338.9360784,100338,17293,58529,85,2.741700228,23
31.69,29.96,24.92,21.88,26.97,32.41,26.97,3.52,63.48,148.35,0.31,180.68,0.14,404.42,154,339.45,341.57,0.78,2.39,339.45,94.42,169.03,26.36,33.92,1.02,89.88,80.64,90,0,0.029423217,0,1.6,0,3058.809,3482.55,1064256,347.9314988,108388,18313,62861,85,2.778859353,24
30.54,28.93,25.46,21.05,26.26,32.01,26.26,3.59,61.84,148.64,0.31,182.05,0.13,400.67,154.12,336.88,381,0.73,2.42,336.88,94.6,168.97,26.1,34.63,0.91,90.11,80.77,90,60,0.029459661,1.75,1.8,1.17,3055.025,3462.77,1076568,352.3925336,105875,10699,61665,90,2.945966072,24
30.83,29.12,25.33,21.04,26.99,32.58,26.99,3.68,62.02,150,0.32,181.5,0.11,398.78,155.16,335.4,380,0.7,2.42,335.4,94.1,169.19,26.36,34.68,0.99,90.01,80.58,90,195,0.02936047,1.88,1.6,1.175,3065.346,3448.52,1076568,351.2060302,105685,8816,56531,95,3.099160747,23
31,29.4,25.7,21.33,26.8,32.02,13.1,3.66,62.01,150.8,0.32,182.8,0.09,400.5,152.58,339.9,421,0.76,2.42,339.9,94.1,169.4,27.34,35.07,0.93,89.59,80.36,90,485,0.029373656,1.86,1.8,1.175,3063.97,3434.65,1042584,340.2722612,98088,9845,57234,95,3.100552551,23
30.6,28.75,25.87,21.14,26.7,32.21,13.09,3.7,62.4,150.1,0.32,181.78,0.09,398.6,153.75,354.1,435.1,0.01,2.41,354.1,94.1,167.8,27.34,34.7,0.8,88.92,80.58,90,0,0.029396759,1.87,1.8,1.175,3061.562,3460.74,1066392,348.316317,101943,13396,55640,95,3.102991218,23
30.79,29.25,24.75,21,26.72,32.41,13.06,3.74,62.73,148.71,0.31,180.52,0.09,399.21,152.58,355.81,436.6,0.81,2.37,355.81,93.77,165.9,27.24,34.34,0.69,89.71,80.34,75,74.66666667,0,1.872068966,1.826666667,1.170689655,0,0,1033404.857,0,82767.56667,13572.4,80713,79.28571429,2.715758317,21.89285714
30.66,26.89,25.08,21.05,26,32.18,13.02,3.69,62.5,148.3,0.32,180.29,0.09,399.08,134.58,352.24,445.6,1.01,2.35,352.24,93.8,164.71,26.89,33.6,0.76,89.96,80.48,2250,2240,0,54.29,54.8,33.95,81751.042,92407.94,28935336,9925.120236,2483027,407172,2259964,2220,76.04123288,613
30.79,28.83,25.62,21.06,26,32.7,13.01,3.7,61.97,148.1,0.31,180.3,0.09,400,135.54,351,445,1,2.35,351,93.5,165.1,26.98,33,0.89,89.95,80.81,77.14285714,12.85714286,0.027466473,2.027142857,1.914285714,1.17,2790.425,3135.937143,987109.7143,354.1152403,48315.57143,17477.57143,199213,70,2.513101973,20
30.91,29.08,26.29,21.54,26.84,32.41,13.14,3.7,62.28,149.32,0.32,181.25,0.09,398.31,143.04,350.06,450.1,1.05,2.38,350.06,94.35,161.21,25.1,34.89,0.88,90.08,80.89,51.42857143,4.285714286,0,1.814285714,1.528571429,1.17,2951.773857,3318.944286,1032257.143,349.6966192,65414.57143,21971,105900.4286,70.71428571,2.396060659,19.71428571
30.65,28.6,24.13,20.09,26.82,31.88,24.22,0,61.7,147.49,0.3,179.58,0.15,401.24,150.77,343.69,361.76,0.85,2.38,343.69,93.49,162.27,24.56,32.99,1,89.74,79.49,77.14285714,127.8571429,0.027168261,1.991428571,1.685714286,1.170714286,2836.026429,3210.67,1035171.429,365.9281801,92982,9218.285714,41116.14286,82.14285714,2.901465223,22.85714286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,69.28571429,0,1.702857143,2.142857143,1.17,3039.325429,3453.647143,1050915.429,345.844498,93213.57143,10163.14286,33963.57143,85.71428571,2.820477411,23.42857143
30.37,28.17,23.39,19.48,26.5,31.59,26.5,3.07,62.02,147.2,0.3,179.69,0.17,401.68,150.55,343.5,342.49,1.02,2.38,343.5,94.3,169.36,23.83,32.66,0.97,89.68,77.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.63,27.9,23.44,19.45,26.75,31.36,26.75,2.99,61.57,146.79,0.3,177.95,0.17,405.49,151.41,336.38,339.14,0.82,2.39,336.38,94.28,142.42,24.46,31.89,0.91,89.86,80.51,90,210,0.040130415,2.1,2.2,1.17,2242.688,2375.243,1070064,477.1345814,96905,16436,46769,90,4.013041493,20
30.59,28.54,23.26,19.49,27.13,31.81,27.13,3.27,60.82,144.72,0.3,177.01,0.17,396.71,151.76,343.66,335.32,0.87,2.35,343.66,91.4,155.54,22.94,33.09,1.08,89.62,79.74,90,120,0.038824129,2.81,2.4,1.17,2318.146,2446.853,1070064,461.6033675,99198,15427,46862,90,3.882412928,20
30.7,29.14,24.42,20.62,26.99,32.14,26.99,0,61.69,148.77,0.31,181.18,0.15,403.65,153.78,343.11,353.58,0.78,2.4,343.11,94.35,169.2,26.35,33.82,1.03,89.87,80.35,0,0,0,0,2.8,1.17,2334.722,2459.791,1059408,453.7619468,95745,12802,46595,80,3.426532152,20
31.12,29.25,25.33,21.29,26.75,32.7,26.75,3.88,60,150.28,0.32,181.92,0.09,402.42,151.28,337.84,488.42,1.04,2.39,337.84,94.42,162.38,26.18,35.33,0.95,90.09,81.08,90,90,0.039037796,0,1.8,1.17,2305.458,2429.597,1069176,463.7586111,103580,14983,47257,80,3.470026346,20
30.86,28.59,24.12,21.25,26.05,32.2,26.05,3.5,63.47,147.6,0.28,180.83,0.1,414.3,152.18,341.26,525.6,1.09,2.36,341.26,94.6,163.4,25.65,35.16,0.98,89.72,81.23,90,0,0.039149857,2.24,1.6,1.17,2298.859,2420.043,1067088,464.1815788,98326,14688,46102,85,3.697486449,20
30,28.45,26.21,21.41,26.94,32.57,26.94,3.48,61.64,143.46,0.29,176.97,0.12,407.27,152.4,332.82,569.8,1.35,2.23,332.82,94.09,151,24.5,32.59,0.9,89.8,81.32,90,0,0.040075699,1.92,1.6,1.17,2245.75,2350.929,1066752,475.0092397,103357,15312,18412,80,3.562284315,20
30.75,28.77,25.25,20.7,26.7,31.61,26.7,3.67,63.82,146.49,0.29,179.81,0.12,400.59,151.95,341.57,630.59,0.92,2.39,341.57,94.39,157.92,26.36,33.95,0.83,89.8,81.14,90,0,0.038844606,2.02,1.4,1.17,2316.924,2425.044,1058688,456.9368697,103345,16949,0,80,3.45285387,22
